url,Name
/member/jake-auchincloss/A000148,"Representative Auchincloss, Jake"
/member/les-aucoin/A000337,"Representative AuCoin, Les"
/member/les-aucoin/A000337,"Representative AuCoin, Les"
/member/steve-austria/A000365,"Representative Austria, Steve"
/member/steve-austria/A000365,"Representative Austria, Steve"
/member/cynthia-axne/A000378,"Representative Axne, Cynthia"
/member/cynthia-axne/A000378,"Representative Axne, Cynthia"
/member/kelly-ayotte/A000368,"Senator Ayotte, Kelly"
/member/kelly-ayotte/A000368,"Senator Ayotte, Kelly"
/member/brian-babin/B001291,"Representative Babin, Brian"
/member/brian-babin/B001291,"Representative Babin, Brian"
/member/joe-baca/B001234,"Representative Baca, Joe"
/member/joe-baca/B001234,"Representative Baca, Joe"
/member/jim-bacchus/B000008,"Representative Bacchus, Jim"
/member/jim-bacchus/B000008,"Representative Bacchus, Jim"
/member/michele-bachmann/B001256,"Representative Bachmann, Michele"
/member/michele-bachmann/B001256,"Representative Bachmann, Michele"
/member/spencer-bachus/B000013,"Representative Bachus, Spencer"
/member/spencer-bachus/B000013,"Representative Bachus, Spencer"
/member/don-bacon/B001298,"Representative Bacon, Don"
/member/don-bacon/B001298,"Representative Bacon, Don"
/member/robert-badham/B000024,"Representative Badham, Robert E."
/member/robert-badham/B000024,"Representative Badham, Robert E."
/member/herman-badillo/B000025,"Representative Badillo, Herman"
/member/herman-badillo/B000025,"Representative Badillo, Herman"
/member/scotty-baesler/B000028,"Representative Baesler, Scotty"
/member/scotty-baesler/B000028,"Representative Baesler, Scotty"
/member/l-bafalis/B000029,"Representative Bafalis, L. A. (Skip)"
/member/l-bafalis/B000029,"Representative Bafalis, L. A. (Skip)"
/member/donald-bailey/B000037,"Representative Bailey, Donald A."
/member/donald-bailey/B000037,"Representative Bailey, Donald A."
/member/wendell-bailey/B000047,"Representative Bailey, Wendell"
/member/wendell-bailey/B000047,"Representative Bailey, Wendell"
/member/brian-baird/B001229,"Representative Baird, Brian"
/member/brian-baird/B001229,"Representative Baird, Brian"
/member/james-baird/B001307,"Representative Baird, James R."
/member/james-baird/B001307,"Representative Baird, James R."
/member/bill-baker/B000078,"Representative Baker, Bill"
/member/bill-baker/B000078,"Representative Baker, Bill"
/member/howard-baker/B000063,"Senator Baker, Howard H., Jr."
/member/howard-baker/B000063,"Senator Baker, Howard H., Jr."
/member/lamar-baker/B000069,"Representative Baker, LaMar"
/member/lamar-baker/B000069,"Representative Baker, LaMar"
/member/richard-baker/B000072,"Representative Baker, Richard H."
/member/richard-baker/B000072,"Representative Baker, Richard H."
/member/john-baldacci/B000081,"Representative Baldacci, John Elias"
/member/john-baldacci/B000081,"Representative Baldacci, John Elias"
/member/troy-balderson/B001306,"Representative Balderson, Troy"
/member/troy-balderson/B001306,"Representative Balderson, Troy"
/member/alvin-baldus/B000083,"Representative Baldus, Alvin J."
/member/alvin-baldus/B000083,"Representative Baldus, Alvin J."
/member/tammy-baldwin/B001230,"Senator Baldwin, Tammy"
/member/tammy-baldwin/B001230,"Senator Baldwin, Tammy"
/member/frank-ballance/B001238,"Representative Ballance, Frank W., Jr."
/member/frank-ballance/B001238,"Representative Ballance, Frank W., Jr."
/member/cass-ballenger/B000104,"Representative Ballenger, Cass"
/member/cass-ballenger/B000104,"Representative Ballenger, Cass"
/member/jim-banks/B001299,"Representative Banks, Jim"
/member/jim-banks/B001299,"Representative Banks, Jim"
/member/ron-barber/B001279,"Representative Barber, Ron"
/member/ron-barber/B001279,"Representative Barber, Ron"
/member/peter-barca/B001226,"Representative Barca, Peter"
/member/peter-barca/B001226,"Representative Barca, Peter"
/member/james-barcia/B000134,"Representative Barcia, James A."
/member/james-barcia/B000134,"Representative Barcia, James A."
/member/dean-barkley/B001237,"Senator Barkley, Dean M."
/member/dean-barkley/B001237,"Senator Barkley, Dean M."
/member/lou-barletta/B001269,"Representative Barletta, Lou"
/member/lou-barletta/B001269,"Representative Barletta, Lou"
/member/tom-barlow/B000151,"Representative Barlow, Tom"
/member/tom-barlow/B000151,"Representative Barlow, Tom"
/member/doug-barnard/B000153,"Representative Barnard, Doug, Jr."
/member/doug-barnard/B000153,"Representative Barnard, Doug, Jr."
/member/michael-barnes/B000160,"Representative Barnes, Michael D."
/member/michael-barnes/B000160,"Representative Barnes, Michael D."
